,timestamp,age,gender,year_of_study,faculty,accommodation,commute_time,type_of_study,working,hours_work,current_mode_of_learning,internet,availability_quiet_space,ratings_in_person_class,in_person_effectiveness_lecture,in_person_effectiveness_tutorial,in_person_effectiveness_project,in_person_effectiveness_lab,in_person_effectiveness_presentation,in_person_effectiveness_exam,in_person_academic_impacts,in_person_mental_impacts,ratings_online_class,online_learning_tools_preferred,online_effectiveness_lecture,online_effectiveness_tutorial,online_effectiveness_project,online_effectiveness_lab,online_effectiveness_presentation,online_effectiveness_exam,online_academic_impacts,online_mental_impacts,preferred_learning_mode,additional_thoughts,Driving,University bus,Grab/MyCar/Taxi,Public transport,Walking,Carpool,Direct interaction with lecturers,Easier to ask questions and get immediate feedback,Better engagement and focus,Opportunities for face-to-face collaboration with peers,"Access to university facilities (labs, library, etc.)",Clearer separation between study and personal life,Better for practical/lab-based subjects,Stronger sense of community with classmates,Fewer technical issues,Commuting time and costs,Fixed class schedules (less flexibility),Less comfortable learning environment (compared to home),Pace of learning may not suit everyone,Large class sizes can be intimidating,Health concerns (especially post-pandemic),Limited access to recorded lectures,Flexibility in schedule,Learn at your own pace,Comfort of learning from home/anywhere,Reduced commuting time and costs,Access to recorded lectures and materials,Development of digital literacy skills,"Easier to manage studies alongside other commitments (e.g., part-time work)",More accessible for students with disabilities or health issues,Variety of online learning tools and resources,"Technical issues (internet, software, hardware)",Lack of face-to-face interaction with lecturers and peers,Difficulty maintaining focus and motivation,Sense of isolation,Challenges with practical/lab-based subjects,Blurred lines between study and personal life,Concerns about assessment integrity,Digital fatigue/eye strain,Requires strong self-discipline,Prefer_in_person_Lecture,Prefer_in_person_Tutorials,Prefer_in_person_Project,Prefer_in_person_Lab,Prefer_in_person_Presentations,Prefer_in_person_Exam,Not_prefer_in_person,Prefer_online_Lecture,Prefer_online_Tutorials,Prefer_online_Project,Prefer_online_Lab,Prefer_online_Presentations,Prefer_online_Exam,Not_prefer_online
83,2025-06-01 11:28:02.602,20 - 24,Female,Postgraduate (Masters/PhD),Linguistics,Off-campus,Under 15 min,Full-time student,No,,Hybrid / Blended - a mix of online and in-person,3,"Yes, sometimes",4,3,3,2,2,2,2,4,4,4,Microsoft Teams,3,2,1,1,2,3,3,2,Hybrid / Blended - a mix of online and in-person,no,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
84,2025-06-01 11:29:22.806,20 - 24,Female,1st Year,Business & Accountancy,Off-campus,15 min to 30 min,Full-time student,No,,Fully In-Person,3,"Yes, sometimes",5,3,4,3,4,3,4,3,3,4,Microsoft Teams,3,4,3,3,3,3,3,3,Hybrid / Blended - a mix of online and in-person,,True,False,False,False,False,False,True,True,True,True,False,False,True,True,False,True,False,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,True,True,True,True,True,False,False,False,False,False,True,True,False
85,2025-06-01 11:29:47.543,20 - 24,Male,2nd Year,Pure & Applied Sciences,Hostel,Under 15 min,Full-time student,No,,Hybrid / Blended - a mix of online and in-person,3,"Yes, sometimes",3,3,3,4,3,4,4,3,3,4,Microsoft Teams,3,3,4,3,2,3,3,3,Hybrid / Blended - a mix of online and in-person,I think UM have a great job in integrating online and in person learning,True,False,False,False,False,False,True,True,True,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,True,True,True,False,True,True,False,False,False,False,False
86,2025-06-01 11:34:20.625,15 - 19,Female,Foundation,Foundation,Hostel,Under 15 min,Full-time student,No,,Fully In-Person,4,"Yes, consistently",4,3,4,4,4,3,3,4,3,5,Microsoft Teams,2,2,3,2,4,4,3,4,Fully In-Person,,False,False,False,False,True,False,True,True,True,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False,True,True,True,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False
87,2025-06-01 11:36:39.104,30 - 34,Female,Postgraduate (Masters/PhD),Arts & Social Sciences,Off-campus,1 hr+,Full-time student,No,,Hybrid / Blended - a mix of online and in-person,2,"No, never",3,3,3,3,3,3,3,2,2,2,Google Meet,2,2,2,2,1,1,2,2,Hybrid / Blended - a mix of online and in-person,,True,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,False,False
88,2025-06-01 11:37:31.329,20 - 24,Female,Postgraduate (Masters/PhD),Business & Accountancy,Off-campus,15 min to 30 min,Full-time student,No,,Fully In-Person,2,"Yes, consistently",4,3,3,3,3,3,3,4,3,3,Microsoft Teams,3,3,3,3,3,3,3,3,Fully In-Person,The technical problem may lead an unhappy experience in study.,False,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False
89,2025-06-01 11:37:47.107,25 - 29,Male,Postgraduate (Masters/PhD),Education,Off-campus,Under 15 min,Full-time student,No,,Hybrid / Blended - a mix of online and in-person,4,"Yes, consistently",5,4,3,3,3,3,3,4,3,4,Google Meet,3,2,2,1,3,3,2,2,Fully In-Person,,True,False,False,True,False,False,True,True,True,True,False,True,False,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,True,True,True,False,False,False,False,False,False,False,True,True,False
90,2025-06-01 11:38:32.937,20 - 24,Female,1st Year,Computer Science & IT,Off-campus,30 min to 1 hr,Full-time student,Yes,10 to 30 hours per week,Fully In-Person,3,"Yes, sometimes",3,3,2,2,2,2,3,4,3,3,Google Meet,3,2,2,2,2,3,4,3,Fully In-Person,,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,False,False,True,False,True,True,False,False,False,True,False
91,2025-06-01 11:43:16.747,15 - 19,Male,Foundation,Computer Science & IT,Hostel,Under 15 min,Full-time student,No,,Fully In-Person,3,"Yes, sometimes",5,4,4,4,4,4,4,4,4,5,Google Meet,3,3,3,3,3,3,3,3,Fully In-Person,,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,True
92,2025-06-01 11:44:47.026,40 - 44,Female,Postgraduate (Masters/PhD),Arts & Social Sciences,Off-campus,Under 15 min,Part-time student,Yes,Less than 10 hours per week,Hybrid / Blended - a mix of online and in-person,2,"Yes, sometimes",3,3,3,3,3,3,3,4,4,3,Microsoft Teams,1,1,1,1,1,1,2,2,Fully In-Person,,False,True,False,False,False,False,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True
93,2025-06-01 11:44:51.031,15 - 19,Male,Foundation,Foundation,Hostel,Under 15 min,Full-time student,No,,Fully In-Person,2,"Yes, sometimes",5,2,4,4,4,4,4,4,4,3,Google Meet,3,1,1,1,1,1,2,1,Fully In-Person,,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False
94,2025-06-01 11:48:40.136,45 - 49,Male,Postgraduate (Masters/PhD),Business & Accountancy,Off-campus,15 min to 30 min,Part-time student,Yes,Less than 10 hours per week,Hybrid / Blended - a mix of online and in-person,4,"Yes, consistently",4,3,2,3,3,3,3,3,3,2,Google Meet,3,2,2,2,3,2,3,3,Fully In-Person,,True,False,False,False,False,False,True,True,True,True,False,False,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,False,True,False,True,False,False,False,False,False,True,True,True,True,False,False,False,True,False,True,False,False,False,True,False,False
95,2025-06-01 11:50:08.917,20 - 24,Male,3rd Year,Pure & Applied Sciences,Off-campus,30 min to 1 hr,Full-time student,No,,Fully In-Person,3,"Yes, consistently",4,4,3,4,4,1,1,4,4,4,Microsoft Teams,4,2,3,4,2,3,1,3,Fully Online,,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True
96,2025-06-01 11:52:44.436,20 - 24,Male,2nd Year,Pure & Applied Sciences,Off-campus,Under 15 min,Full-time student,No,,Hybrid / Blended - a mix of online and in-person,4,"Yes, sometimes",1,3,4,4,4,3,2,3,3,1,Microsoft Teams,4,2,2,2,4,4,3,3,Hybrid / Blended - a mix of online and in-person,"
",False,False,False,False,True,False,True,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,True,True,True,True,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,True,True,False,False,False,True,False,False,False,True,True,False
97,2025-06-01 11:58:19.503,20 - 24,Male,1st Year,Computer Science & IT,Off-campus,Under 15 min,Full-time student,No,,Fully Online,4,"Yes, consistently",4,3,3,3,1,1,3,4,4,4,Microsoft Teams,4,4,4,4,1,1,4,4,Hybrid / Blended - a mix of online and in-person,,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True
98,2025-06-01 11:59:08.379,20 - 24,Female,3rd Year,Linguistics,Hostel,Under 15 min,Full-time student,Yes,10 to 30 hours per week,Hybrid / Blended - a mix of online and in-person,4,"Yes, consistently",5,4,4,4,4,4,4,4,4,5,Microsoft Teams,4,3,3,3,4,3,4,4,Fully In-Person,,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,True,True,True,False,True,False,False,True,True,False,False,False,False,False
99,2025-06-01 11:59:37.299,15 - 19,Male,4th Year,Pure & Applied Sciences,Hostel,30 min to 1 hr,Full-time student,No,,Fully In-Person,3,"No, rarely",4,3,4,4,4,2,2,3,3,4,Microsoft Teams,3,3,2,2,4,3,3,2,Hybrid / Blended - a mix of online and in-person,,False,True,False,False,True,False,True,True,True,True,False,False,True,True,False,True,False,False,False,False,False,True,False,True,True,True,True,True,False,False,True,False,True,False,False,True,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,True,True,False
100,2025-06-01 12:05:16.959,15 - 19,Female,Foundation,Physical Science,Hostel,Under 15 min,Full-time student,No,,Fully In-Person,4,"Yes, consistently",5,4,3,4,4,4,4,4,4,4,Microsoft Teams,3,2,1,2,3,2,2,2,Fully In-Person,,False,False,False,False,True,False,True,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False,True,True,False,False,False,False,False,True,True,True,False,True,False,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,True
101,2025-06-01 14:57:00.083,25 - 29,Male,Postgraduate (Masters/PhD),Pure & Applied Sciences,Off-campus,Under 15 min,Full-time student,No,,Fully In-Person,4,"Yes, sometimes",3,3,3,3,4,3,4,4,3,3,Google Meet,2,2,2,2,2,1,1,2,Hybrid / Blended - a mix of online and in-person,"Nothing much, I hope that management actually improve their performance ",True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
102,2025-06-01 18:07:11.529,20 - 24,Male,4th Year,Business & Accountancy,Hostel,Under 15 min,Full-time student,No,,Hybrid / Blended - a mix of online and in-person,4,"Yes, consistently",1,3,3,3,3,3,3,3,3,1,Google Meet,3,4,3,3,4,4,3,3,Hybrid / Blended - a mix of online and in-person,Good ,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,True,True,False
